	premise	hypothesis	gold_label_x	__index_level_0__	label	filename	determiner	monotonicity	gold_label_y	replace_target	replace_source	replace_mode	ori_sentence	new_sentence	Exist
5184	There is no honor among thieves .	There is no honor among plagiarizers .	entailment	6730	0	silver/p73/d2441	no	downward_monotone	entailment	thieves	plagiarizers	noun_hyponym_obj	There is no honor among thieves .	There is no honor among plagiarizers .	True
7869	There is no cloud in the blue air .	There is no cloud in the sky .	neutral	10021	1	silver/p07/d2191	no	downward_monotone	neutral	sky	blue air	noun_hypernym_obj	There is no cloud in the blue air .	There is no cloud in the sky .	True
11967	He was known to every user in the village .	He was known to every body in the village .	neutral	14636	1	silver/p05/d2419	every	downward_monotone	neutral	body	user	noun_hypernym_obj	He was known to every user in the village .	He was known to every body in the village .	True
9031	There is no air in space .	There is no air in phase space .	entailment	11310	0	silver/p01/d0780	no	downward_monotone	entailment	space	phase space	noun_hyponym_obj	There is no air in space .	There is no air in phase space .	True
2165	You have no reply to letters .	You have no reply to vowels .	entailment	2516	0	silver/p52/d2609	no	downward_monotone	entailment	letters	vowels	noun_hyponym_obj	You have no reply to letters .	You have no reply to vowels .	True
17589	He insulted me without any reason .	He insulted me without any wherefore .	entailment	20736	0	silver/p77/d3039	any	downward_monotone	entailment	reason	wherefore	noun_hyponym_obj	He insulted me without any reason .	He insulted me without any wherefore .	True
12430	The name of this statesman is known to every deaf person in Japan .	The name of this statesman is known to every body in Japan .	neutral	15101	1	silver/p02/d3049	every	downward_monotone	neutral	body	deaf person	noun_hypernym_obj	The name of this statesman is known to every deaf person in Japan .	The name of this statesman is known to every body in Japan .	True
7255	Tom is by no means unintelligent . He is just lazy .	Tom is by no wingss unintelligent . He is just lazy .	entailment	9223	0	silver/p86/d3353	no	downward_monotone	entailment	means	wingss	noun_hyponym_obj	Tom is by no means unintelligent . He is just lazy .	Tom is by no wingss unintelligent . He is just lazy .	True
1078	There being no taxis , I had to walk .	There being no gypsy cabs , I had to walk .	entailment	1280	0	silver/p31/d0789	no	downward_monotone	entailment	taxis	gypsy cabs	noun_hyponym_obj	There being no taxis , I had to walk .	There being no gypsy cabs , I had to walk .	True
16939	An ostrich can not fly any more than a kangaroo can .	An ostrich comfort station not fly any more than a kangaroo comfort station .	entailment	19996	0	silver/p55/d3130	any	downward_monotone	entailment	can	comfort station	noun_hyponym_obj	An ostrich can not fly any more than a kangaroo can .	An ostrich comfort station not fly any more than a kangaroo comfort station .	True
17647	At any rate , I did my duty .	At any proportion , I did my duty .	neutral	20811	1	silver/p01/d2597	any	downward_monotone	neutral	rate	proportion	noun_hypernym_obj	At any rate , I did my duty .	At any proportion , I did my duty .	True
4904	There is no evidence that the story is based on his own experience .	There is no evidence that the story is based on his own familiarization .	entailment	6378	0	silver/p38/d3305	no	downward_monotone	entailment	experience	familiarization	noun_hyponym_obj	There is no evidence that the story is based on his own experience .	There is no evidence that the story is based on his own familiarization .	True
499	There is no link between these yoke .	There is no link between these two .	neutral	503	1	silver/p71/d1725	no	downward_monotone	neutral	two	yoke	noun_hypernym_obj	There is no link between these yoke .	There is no link between these two .	True
15928	I am dead tired from walking around all day .	I am dead tired from walking around all time unit .	neutral	18864	1	silver/p92/d3541	all	downward_monotone	neutral	day	time unit	noun_hypernym_obj	I am dead tired from walking around all day .	I am dead tired from walking around all time unit .	True
6447	He said there was no life on scars .	He said there was no life on Mars .	neutral	8174	1	silver/p88/d2662	no	downward_monotone	neutral	Mars	scars	noun_hypernym_obj	He said there was no life on scars .	He said there was no life on Mars .	True
8332	There is no answer to your question .	There is no answer to your marriage offer .	neutral	10525	1	silver/p87/d2274	no	downward_monotone	neutral	question	marriage offer	noun_hypernym_obj	There is no answer to your question .	There is no answer to your marriage offer .	True
3746	You have no new meanings .	You have no new messages .	neutral	5034	1	silver/p04/d3332	no	downward_monotone	neutral	messages	meanings	noun_hypernym_obj	You have no new meanings .	You have no new messages .	True
3611	There is no lack of effort .	There is no lack of rubbing .	entailment	4879	0	silver/p35/d1485	no	downward_monotone	entailment	effort	rubbing	noun_hyponym_obj	There is no lack of effort .	There is no lack of rubbing .	True
3550	There is no need to reply to that letter .	There is no need to reply to that zayin .	entailment	4797	0	silver/p91/d1434	no	downward_monotone	entailment	letter	zayin	noun_hyponym_obj	There is no need to reply to that letter .	There is no need to reply to that zayin .	True
12473	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every objector in Japan .	entailment	15144	0	silver/p02/d3049	every	downward_monotone	entailment	body	objector	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every objector in Japan .	True
9704	There were no hats in that store that fit me .	There were no poke bonnets in that store that fit me .	entailment	12206	0	silver/p67/d3429	no	downward_monotone	entailment	hats	poke bonnets	noun_hyponym_obj	There were no hats in that store that fit me .	There were no poke bonnets in that store that fit me .	True
7779	Half a loaf is better than no roll .	Half a loaf is better than no bread .	neutral	9933	1	silver/p07/d2611	no	downward_monotone	neutral	bread	roll	noun_hypernym_obj	Half a loaf is better than no roll .	Half a loaf is better than no bread .	True
1833	There is no hot installation .	There is no hot water .	entailment	2163	0	silver/p54/d2309	no	downward_monotone	entailment	water	installation	noun_hypernym_obj	There is no hot installation .	There is no hot water .	True
10030	Every one but gent laughed .	Every one but Tom laughed .	neutral	12606	1	silver/p84/d1759	every	downward_monotone	neutral	Tom	gent	noun_hypernym_obj	Every one but gent laughed .	Every one but Tom laughed .	True
2367	I tried to get it , but to no resolve .	I tried to get it , but to no purpose .	entailment	2733	0	silver/p48/d2257	no	downward_monotone	entailment	purpose	resolve	noun_hypernym_obj	I tried to get it , but to no resolve .	I tried to get it , but to no purpose .	True
6803	As far as I am aware , there were no problems during the first semester .	As far as I am aware , there were no matters during the first semester .	entailment	8623	0	silver/p74/d0815	no	downward_monotone	entailment	problems	matters	noun_hyponym_obj	As far as I am aware , there were no problems during the first semester .	As far as I am aware , there were no matters during the first semester .	True
11714	He was known to every righthander in the village .	He was known to every body in the village .	neutral	14397	1	silver/p05/d2419	every	downward_monotone	neutral	body	righthander	noun_hypernym_obj	He was known to every righthander in the village .	He was known to every body in the village .	True
4899	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with man .	entailment	6367	0	silver/p38/d2043	no	downward_monotone	entailment	Tom	man	noun_hyponym_obj	There 's no way I 'm leaving you here alone with Tom .	There 's no way I 'm leaving you here alone with man .	True
2452	Good wine needs no bush .	Good wine needs no arrow wood .	entailment	2855	0	silver/p48/d0864	no	downward_monotone	entailment	bush	arrow wood	noun_hyponym_obj	Good wine needs no bush .	Good wine needs no arrow wood .	True
16324	The government are being criticised from all mountainsides .	The government are being criticised from all sides .	neutral	19292	1	silver/p59/d1556	all	downward_monotone	neutral	sides	mountainsides	noun_hypernym_obj	The government are being criticised from all mountainsides .	The government are being criticised from all sides .	True
8991	I can not rinse the dishes . There is no pool .	I can not rinse the dishes . There is no water .	neutral	11272	1	silver/p01/d1447	no	downward_monotone	neutral	water	pool	noun_hypernym_obj	I can not rinse the dishes . There is no pool .	I can not rinse the dishes . There is no water .	True
10778	He was known to every adventurer in the village .	He was known to every body in the village .	neutral	13490	1	silver/p05/d2419	every	downward_monotone	neutral	body	adventurer	noun_hypernym_obj	He was known to every adventurer in the village .	He was known to every body in the village .	True
4406	Tom has no interest in professional golf .	Tom has no interest in golf .	neutral	5784	1	silver/p49/d3392	no	downward_monotone	neutral	golf	professional golf	noun_hypernym_obj	Tom has no interest in professional golf .	Tom has no interest in golf .	True
12041	There are exceptions to every instruction .	There are exceptions to every rule .	entailment	14709	0	silver/p21/d2316	every	downward_monotone	entailment	rule	instruction	noun_hypernym_obj	There are exceptions to every instruction .	There are exceptions to every rule .	True
7837	Half a loaf is better than no rye bread .	Half a loaf is better than no bread .	neutral	9989	1	silver/p07/d2611	no	downward_monotone	neutral	bread	rye bread	noun_hypernym_obj	Half a loaf is better than no rye bread .	Half a loaf is better than no bread .	True
4695	There are no booths in the room .	There are no tables in the room .	neutral	6151	1	silver/p27/d1943	no	downward_monotone	neutral	tables	booths	noun_hypernym_obj	There are no booths in the room .	There are no tables in the room .	True
14580	Mary shut herself up in the room and closed all the windows .	Mary shut herself up in the room and closed all the openings .	neutral	17372	1	silver/p37/d0893	all	downward_monotone	neutral	windows	openings	noun_hypernym_obj	Mary shut herself up in the room and closed all the windows .	Mary shut herself up in the room and closed all the openings .	True
17391	There are a lot of sentences without any translation .	There are a lot of sentences without any organic proces .	neutral	20495	1	silver/p96/d1655	any	downward_monotone	neutral	translation	organic proces	noun_hypernym_obj	There are a lot of sentences without any translation .	There are a lot of sentences without any organic proces .	True
490	There is no link between these two .	There is no link between these twosome .	entailment	494	0	silver/p71/d1725	no	downward_monotone	entailment	two	twosome	noun_hyponym_obj	There is no link between these two .	There is no link between these twosome .	True
4040	I have no time for visitors .	I have no time for guests .	entailment	5383	0	silver/p10/d2825	no	downward_monotone	entailment	visitors	guests	noun_hyponym_obj	I have no time for visitors .	I have no time for guests .	True
1521	I wish there were no examination .	I wish there were no direct examination .	entailment	1797	0	silver/p69/d2073	no	downward_monotone	entailment	examination	direct examination	noun_hyponym_obj	I wish there were no examination .	I wish there were no direct examination .	True
15562	My older brother made all the states for us .	My older brother made all the preparations for us .	entailment	18445	0	silver/p57/d3277	all	downward_monotone	entailment	preparations	states	noun_hypernym_obj	My older brother made all the states for us .	My older brother made all the preparations for us .	True
7580	Tokyo wasted no time in taking cataphoresi .	Tokyo wasted no time in taking action .	neutral	9720	1	silver/p77/d1831	no	downward_monotone	neutral	action	cataphoresi	noun_hypernym_obj	Tokyo wasted no time in taking cataphoresi .	Tokyo wasted no time in taking action .	True
6341	Tom is no milksop .	Tom is no coward .	neutral	8060	1	silver/p30/d2659	no	downward_monotone	neutral	coward	milksop	noun_hypernym_obj	Tom is no milksop .	Tom is no coward .	True
9733	There were no hats in that store that fit me .	There were no millineries in that store that fit me .	entailment	12265	0	silver/p67/d3429	no	downward_monotone	entailment	hats	millineries	noun_hyponym_obj	There were no hats in that store that fit me .	There were no millineries in that store that fit me .	True
6910	There is no God , unless you invent Him .	There is no Juggernaut , unless you invent Him .	entailment	8775	0	silver/p62/d2792	no	downward_monotone	entailment	God	Juggernaut	noun_hyponym_obj	There is no God , unless you invent Him .	There is no Juggernaut , unless you invent Him .	True
16857	She knows she does not have any other choices .	She knows she does not have any other decision makings .	neutral	19895	1	silver/p93/d3541	any	downward_monotone	neutral	choices	decision makings	noun_hypernym_obj	She knows she does not have any other choices .	She knows she does not have any other decision makings .	True
7662	Tokyo wasted no time in taking state change .	Tokyo wasted no time in taking action .	neutral	9802	1	silver/p77/d1831	no	downward_monotone	neutral	action	state change	noun_hypernym_obj	Tokyo wasted no time in taking state change .	Tokyo wasted no time in taking action .	True
12257	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every blackamoor in Japan .	entailment	14934	0	silver/p02/d3049	every	downward_monotone	entailment	body	blackamoor	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every blackamoor in Japan .	True
1339	There will be no school hereafter .	There will be no school tomorrow .	entailment	1558	0	silver/p22/d2610	no	downward_monotone	entailment	tomorrow	hereafter	noun_hypernym_obj	There will be no school hereafter .	There will be no school tomorrow .	True
2336	A smart dog never barks for no reason .	A smart dog never barks for no faculty .	neutral	2699	1	silver/p51/d1413	no	downward_monotone	neutral	reason	faculty	noun_hypernym_obj	A smart dog never barks for no reason .	A smart dog never barks for no faculty .	True
15385	The child who ate almost all this cake must be very fat .	The child who ate almost all this Boston cream pie must be very fat .	entailment	18257	0	silver/p03/d3365	all	downward_monotone	entailment	cake	Boston cream pie	noun_hyponym_obj	The child who ate almost all this cake must be very fat .	The child who ate almost all this Boston cream pie must be very fat .	True
16088	All men die . Tom is a man . Therefore , Tom will die .	All ejaculators die . Tom is a man . Therefore , Tom will die .	entailment	19067	0	silver/p00/d1462	all	downward_monotone	entailment	men	ejaculators	noun_hyponym_obj	All men die . Tom is a man . Therefore , Tom will die .	All ejaculators die . Tom is a man . Therefore , Tom will die .	True
17249	Everyone has the right to the protection of the moral and material interests resulting from any scientific , literary or artistic production of which he is the author .	Everyone has the right to the protection of the moral and material interests resulting from any scientific , literary or artistic production of which he is the gagman .	entailment	20355	0	silver/p45/d2511	any	downward_monotone	entailment	author	gagman	noun_hyponym_obj	Everyone has the right to the protection of the moral and material interests resulting from any scientific , literary or artistic production of which he is the author .	Everyone has the right to the protection of the moral and material interests resulting from any scientific , literary or artistic production of which he is the gagman .	True
13652	Every one but Jim came .	Every one but boy came .	entailment	16311	0	gold/p66/d2061	every	downward_monotone	entailment	Jim	boy	noun_hyponym_obj	Every one but Jim came .	Every one but boy came .	True
3119	Good wine needs no bush .	Good wine needs no fire bush .	entailment	4138	0	silver/p48/d0864	no	downward_monotone	entailment	bush	fire bush	noun_hyponym_obj	Good wine needs no bush .	Good wine needs no fire bush .	True
13442	There is a library in every city in America .	There is a library in every city in country of origin .	entailment	16086	0	silver/p00/d1428	every	downward_monotone	entailment	America	country of origin	noun_hyponym_obj	There is a library in every city in America .	There is a library in every city in country of origin .	True
15135	Gonzales offers a bike to all his registrars in Europe .	Gonzales offers a bike to all his employees in Europe .	neutral	17949	1	silver/p16/d3331	all	downward_monotone	neutral	employees	registrars	noun_hypernym_obj	Gonzales offers a bike to all his registrars in Europe .	Gonzales offers a bike to all his employees in Europe .	True
13906	This afternoon when our grandmother who is hard of hearing gets company from an even more hard of hearing girlfriend , we will try to prevent them at all marginal cost from sitting in the garden , otherwise the whole neighbourhood will all at once know our business .	This afternoon when our grandmother who is hard of hearing gets company from an even more hard of hearing girlfriend , we will try to prevent them at all cost from sitting in the garden , otherwise the whole neighbourhood will all at once know our business .	neutral	16571	1	silver/p14/d2572	all	downward_monotone	neutral	cost	marginal cost	noun_hypernym_obj	This afternoon when our grandmother who is hard of hearing gets company from an even more hard of hearing girlfriend , we will try to prevent them at all marginal cost from sitting in the garden , otherwise the whole neighbourhood will all at once know our business .	This afternoon when our grandmother who is hard of hearing gets company from an even more hard of hearing girlfriend , we will try to prevent them at all cost from sitting in the garden , otherwise the whole neighbourhood will all at once know our business .	True
15067	Gonzales offers a bike to all his employees in Europe .	Gonzales offers a bike to all his mixologists in Europe .	entailment	17881	0	silver/p16/d3331	all	downward_monotone	entailment	employees	mixologists	noun_hyponym_obj	Gonzales offers a bike to all his employees in Europe .	Gonzales offers a bike to all his mixologists in Europe .	True
7647	Tokyo wasted no time in taking action .	Tokyo wasted no time in taking oscillation .	entailment	9787	0	silver/p77/d1831	no	downward_monotone	entailment	action	oscillation	noun_hyponym_obj	Tokyo wasted no time in taking action .	Tokyo wasted no time in taking oscillation .	True
15092	Gonzales offers a bike to all his restaurant attendants in Europe .	Gonzales offers a bike to all his employees in Europe .	neutral	17906	1	silver/p16/d3331	all	downward_monotone	neutral	employees	restaurant attendants	noun_hypernym_obj	Gonzales offers a bike to all his restaurant attendants in Europe .	Gonzales offers a bike to all his employees in Europe .	True
7541	Tokyo wasted no time in taking action .	Tokyo wasted no time in taking chromatography .	entailment	9681	0	silver/p77/d1831	no	downward_monotone	entailment	action	chromatography	noun_hyponym_obj	Tokyo wasted no time in taking action .	Tokyo wasted no time in taking chromatography .	True
2611	Good wine needs no bush .	Good wine needs no Templetonia retusa .	entailment	3160	0	silver/p48/d0864	no	downward_monotone	entailment	bush	Templetonia retusa	noun_hyponym_obj	Good wine needs no bush .	Good wine needs no Templetonia retusa .	True
9235	This soup has no substance .	This soup has no leavening .	entailment	11609	0	silver/p00/d2035	no	downward_monotone	entailment	substance	leavening	noun_hyponym_obj	This soup has no substance .	This soup has no leavening .	True
1860	Tom had no intention on waiting until Mary got back .	Tom had no final cause on waiting until Mary got back .	entailment	2200	0	silver/p52/d0901	no	downward_monotone	entailment	intention	final cause	noun_hyponym_obj	Tom had no intention on waiting until Mary got back .	Tom had no final cause on waiting until Mary got back .	True
3572	Currently in this area there are no active hostilities .	Currently in this area there are no active aggressivenesses .	entailment	4828	0	silver/p91/d2390	no	downward_monotone	entailment	hostilities	aggressivenesses	noun_hyponym_obj	Currently in this area there are no active hostilities .	Currently in this area there are no active aggressivenesses .	True
7346	There is no defense against an unexpected attack .	There is no defense against an unexpected blitzkrieg .	entailment	9351	0	silver/p63/d2840	no	downward_monotone	entailment	attack	blitzkrieg	noun_hyponym_obj	There is no defense against an unexpected attack .	There is no defense against an unexpected blitzkrieg .	True
2872	Good wine needs no bush .	Good wine needs no moosewood .	entailment	3660	0	silver/p48/d0864	no	downward_monotone	entailment	bush	moosewood	noun_hyponym_obj	Good wine needs no bush .	Good wine needs no moosewood .	True
6701	That makes no sense at~all .	That makes no hold at~all .	neutral	8509	1	silver/p18/d0790	no	downward_monotone	neutral	sense	hold	noun_hypernym_obj	That makes no sense at~all .	That makes no hold at~all .	True
3282	They have had no rain in Africa for more than a unit of time .	They have had no rain in Africa for more than a month .	entailment	4407	0	silver/p17/d2048	no	downward_monotone	entailment	month	unit of time	noun_hypernym_obj	They have had no rain in Africa for more than a unit of time .	They have had no rain in Africa for more than a month .	True
2599	Good wine needs no bush .	Good wine needs no Christmas berry .	entailment	3135	0	silver/p48/d0864	no	downward_monotone	entailment	bush	Christmas berry	noun_hyponym_obj	Good wine needs no bush .	Good wine needs no Christmas berry .	True
16872	She knows she does not have any other obverses .	She knows she does not have any other choices .	neutral	19910	1	silver/p93/d3541	any	downward_monotone	neutral	choices	obverses	noun_hypernym_obj	She knows she does not have any other obverses .	She knows she does not have any other choices .	True
15508	Once dismissed as an artificial language , Esperanto has gained the respect of a new generation of linguists , as the most successful planned language of all time .	Once dismissed as an artificial language , Esperanto has gained the respect of a new generation of linguists , as the most successful planned language of all period of time .	neutral	18382	1	silver/p30/d1602	all	downward_monotone	neutral	time	period of time	noun_hypernym_obj	Once dismissed as an artificial language , Esperanto has gained the respect of a new generation of linguists , as the most successful planned language of all time .	Once dismissed as an artificial language , Esperanto has gained the respect of a new generation of linguists , as the most successful planned language of all period of time .	True
16272	The government are being criticised from all geological formations .	The government are being criticised from all sides .	entailment	19244	0	silver/p59/d1556	all	downward_monotone	entailment	sides	geological formations	noun_hypernym_obj	The government are being criticised from all geological formations .	The government are being criticised from all sides .	True
17147	Tom does n't want any of Mary 's megabuck .	Tom does n't want any of Mary 's money .	neutral	20235	1	silver/p94/d3032	any	downward_monotone	neutral	money	megabuck	noun_hypernym_obj	Tom does n't want any of Mary 's megabuck .	Tom does n't want any of Mary 's money .	True
16606	Tom did n't reply to any of Mary 's rho .	Tom did n't reply to any of Mary 's letter .	neutral	19593	1	silver/p64/d2918	any	downward_monotone	neutral	letter	rho	noun_hypernym_obj	Tom did n't reply to any of Mary 's rho .	Tom did n't reply to any of Mary 's letter .	True
4145	At the moment , I have no plans to travel .	At the moment , I have no plans to stage .	entailment	5507	0	silver/p85/d3285	no	downward_monotone	entailment	travel	stage	noun_hyponym_obj	At the moment , I have no plans to travel .	At the moment , I have no plans to stage .	True
927	In Japan , there is no lake bigger than reservoir .	In Japan , there is no lake bigger than Lake~Biwa .	neutral	1039	1	silver/p84/d3508	no	downward_monotone	neutral	Lake~Biwa	reservoir	noun_hypernym_obj	In Japan , there is no lake bigger than reservoir .	In Japan , there is no lake bigger than Lake~Biwa .	True
6660	I think Tom has no ulterior motives .	I think Tom has no ulterior thoughts .	neutral	8466	1	silver/p65/d3062	no	downward_monotone	neutral	motives	thoughts	noun_hypernym_obj	I think Tom has no ulterior motives .	I think Tom has no ulterior thoughts .	True
3623	As far as I know , there is no such function .	As far as I know , there is no such relation .	neutral	4904	1	silver/p35/d2803	no	downward_monotone	neutral	function	relation	noun_hypernym_obj	As far as I know , there is no such function .	As far as I know , there is no such relation .	True
9910	The old doctor gave individual attention to each patient .	The old doctor gave individual attention to each analysand .	entailment	12468	0	silver/p33/d2045	each	downward_monotone	entailment	patient	analysand	noun_hyponym_obj	The old doctor gave individual attention to each patient .	The old doctor gave individual attention to each analysand .	True
1044	I had no idea that Tom knew so much about zebras .	I had no idea that Tom knew so much about Equus grevyis .	entailment	1242	0	silver/p42/d3235	no	downward_monotone	entailment	zebras	Equus grevyis	noun_hyponym_obj	I had no idea that Tom knew so much about zebras .	I had no idea that Tom knew so much about Equus grevyis .	True
4461	There is no countries .	There is no chance of a union between the two countries .	entailment	5847	0	silver/p29/d2169	no	downward_monotone	entailment	no chance of a union between the two countries	no countries	simple	There is no countries .	There is no chance of a union between the two countries .	True
5911	Pierre Beregovoy , until a month ago Prime Minister of France , apparently left no message when he shot himself on Saturday with a borrowed gun .	Pierre Beregovoy , until a month ago Prime Minister of France , apparently left no corker when he shot himself on Saturday with a borrowed gun .	entailment	7645	0	silver/p33/d0705	no	downward_monotone	entailment	message	corker	noun_hyponym_obj	Pierre Beregovoy , until a month ago Prime Minister of France , apparently left no message when he shot himself on Saturday with a borrowed gun .	Pierre Beregovoy , until a month ago Prime Minister of France , apparently left no corker when he shot himself on Saturday with a borrowed gun .	True
739	I can not water the backyard . There is no water .	I can not crossing the backyard . There is no crossing .	entailment	843	0	silver/p14/d2325	no	downward_monotone	entailment	water	crossing	noun_hyponym_obj	I can not water the backyard . There is no water .	I can not crossing the backyard . There is no crossing .	True
2132	You have no reply to ss .	You have no reply to letters .	neutral	2483	1	silver/p52/d2609	no	downward_monotone	neutral	letters	ss	noun_hypernym_obj	You have no reply to ss .	You have no reply to letters .	True
8842	We combed police records of the incident but found no mention of witnesses seeing a tall , bearded man .	We combed police records of the incident but found no mention of witnesses seeing a tall , bearded veteran .	entailment	11116	0	silver/p01/d1672	no	downward_monotone	entailment	man	veteran	noun_hyponym_obj	We combed police records of the incident but found no mention of witnesses seeing a tall , bearded man .	We combed police records of the incident but found no mention of witnesses seeing a tall , bearded veteran .	True
2061	You have no reply to letters .	You have no reply to Ks .	entailment	2412	0	silver/p52/d2609	no	downward_monotone	entailment	letters	Ks	noun_hyponym_obj	You have no reply to letters .	You have no reply to Ks .	True
8723	Tom had no desire to argue with little girl .	Tom had no desire to argue with Mary .	neutral	10968	1	silver/p43/d1957	no	downward_monotone	neutral	Mary	little girl	noun_hypernym_obj	Tom had no desire to argue with little girl .	Tom had no desire to argue with Mary .	True
7693	Tokyo wasted no time in taking action .	Tokyo wasted no time in taking rigidifying .	entailment	9833	0	silver/p77/d1831	no	downward_monotone	entailment	action	rigidifying	noun_hyponym_obj	Tokyo wasted no time in taking action .	Tokyo wasted no time in taking rigidifying .	True
2741	Good wine needs no bush .	Good wine needs no gardenium .	entailment	3411	0	silver/p48/d0864	no	downward_monotone	entailment	bush	gardenium	noun_hyponym_obj	Good wine needs no bush .	Good wine needs no gardenium .	True
359	There is no film in this camera .	There is no film in this video equipment .	neutral	388	1	silver/p75/d1938	no	downward_monotone	neutral	camera	video equipment	noun_hypernym_obj	There is no film in this camera .	There is no film in this video equipment .	True
12095	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every succes in Japan .	entailment	14782	0	silver/p02/d3049	every	downward_monotone	entailment	body	succes	noun_hyponym_obj	The name of this statesman is known to every body in Japan .	The name of this statesman is known to every succes in Japan .	True
10233	Every Sunday the cat sits on the windowsill and watches the birds .	Every Sunday the cat sits on the windowsill and watches the trogons .	entailment	12858	0	silver/p54/d2112	every	downward_monotone	entailment	birds	trogons	noun_hyponym_obj	Every Sunday the cat sits on the windowsill and watches the birds .	Every Sunday the cat sits on the windowsill and watches the trogons .	True
10084	Tom brushes his teeth after every meal .	Tom brushes his teeth after every farina .	entailment	12657	0	silver/p31/d2921	every	downward_monotone	entailment	meal	farina	noun_hyponym_obj	Tom brushes his teeth after every meal .	Tom brushes his teeth after every farina .	True
15800	I think the following rule is valid for all languages : the more words you put in use , the more polite it sounds .	I think the following rule is valid for all tongues : the more words you put in use , the more polite it sounds .	entailment	18727	0	silver/p07/d2691	all	downward_monotone	entailment	languages	tongues	noun_hyponym_obj	I think the following rule is valid for all languages : the more words you put in use , the more polite it sounds .	I think the following rule is valid for all tongues : the more words you put in use , the more polite it sounds .	True
15018	Mr. Smith is liked by all the Etonians .	Mr. Smith is liked by all the students .	neutral	17832	1	silver/p16/d1524	all	downward_monotone	neutral	students	Etonians	noun_hypernym_obj	Mr. Smith is liked by all the Etonians .	Mr. Smith is liked by all the students .	True
9011	I can not rinse the dishes . There is no waterfall .	I can not rinse the dishes . There is no water .	neutral	11292	1	silver/p01/d1447	no	downward_monotone	neutral	water	waterfall	noun_hypernym_obj	I can not rinse the dishes . There is no waterfall .	I can not rinse the dishes . There is no water .	True
